flight_id,flight_no,arrival_airport,airport_name,city,scheduled_departure,scheduled_arrival,status,arival_longitude,arival_latitude,model,total_seat_cnt,occ_seats,sum_per_flight,time_in_air
136256,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-14T10:05:00Z,2017-05-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1715200.00,100.0
136257,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-18T10:05:00Z,2016-12-18T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1628600.00,100.0
136258,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-26T10:05:00Z,2016-11-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,101,1456600.00,100.0
136259,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-11T10:05:00Z,2017-08-11T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1726200.00,100.0
136260,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-30T10:05:00Z,2017-04-30T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,113,1629800.00,101.0
136261,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-13T10:05:00Z,2017-08-13T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1544400.00,100.0
136262,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-28T10:05:00Z,2016-12-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,128,1861600.00,99.0
136263,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-29T10:05:00Z,2016-09-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,122,1787200.00,100.0
136264,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-18T10:05:00Z,2017-02-18T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1690800.00,100.0
136265,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-19T10:05:00Z,2016-08-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,51,772200.00,99.0
136266,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1566400.00,100.0
136267,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-09T10:05:00Z,2017-09-09T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,356200.00,
136268,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-16T10:05:00Z,2017-02-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1676200.00,101.0
136269,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-11T10:05:00Z,2017-02-11T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,109,1605400.00,100.0
136270,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-12T10:05:00Z,2017-02-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1628600.00,99.0
136271,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-01T10:05:00Z,2016-11-01T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1666400.00,99.0
136272,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-19T10:05:00Z,2016-11-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,130,1886000.00,100.0
136273,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-09T10:05:00Z,2016-12-09T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,99.0
136274,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-09T10:05:00Z,2016-09-09T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,121,1776200.00,99.0
136275,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-13T10:05:00Z,2017-01-13T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,125,1825000.00,98.0
136276,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-16T10:05:00Z,2016-11-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,112,1665200.00,101.0
136277,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-12T10:05:00Z,2017-07-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1739600.00,100.0
136278,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-02T10:05:00Z,2017-09-02T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1016200.00,
136279,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-09T10:05:00Z,2016-10-09T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,91,1285800.00,99.0
136280,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-14T10:05:00Z,2017-07-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,104,1518800.00,100.0
136281,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-07T10:05:00Z,2017-07-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,88,1273600.00,100.0
136282,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-16T10:05:00Z,2017-01-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1518800.00,101.0
136283,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-19T10:05:00Z,2017-05-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1543200.00,100.0
136284,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-07T10:05:00Z,2017-02-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1677400.00,101.0
136285,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-03T10:05:00Z,2017-05-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,95,1335800.00,101.0
136286,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-29T10:05:00Z,2017-03-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,123,1799400.00,100.0
136287,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-15T10:05:00Z,2017-06-15T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,98,1445600.00,100.0
136288,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-05T10:05:00Z,2017-06-05T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,112,1616400.00,102.0
136289,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-12T10:05:00Z,2017-09-12T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,12200.00,
136290,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-22T10:05:00Z,2017-08-22T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1578600.00,
136291,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-12T10:05:00Z,2017-04-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1628600.00,100.0
136292,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-03T10:05:00Z,2017-04-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1849400.00,101.0
136293,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-23T10:05:00Z,2017-01-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,114,1689600.00,99.0
136294,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-02T10:05:00Z,2016-09-02T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,102,1540800.00,100.0
136295,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-17T10:05:00Z,2016-09-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1590800.00,101.0
136296,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-29T10:05:00Z,2016-12-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1678600.00,99.0
136297,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-04T10:05:00Z,2017-06-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,119,1701800.00,99.0
136298,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-29T10:05:00Z,2017-05-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1739600.00,100.0
136299,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-08T10:05:00Z,2017-08-08T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,112,1640800.00,100.0
136300,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-27T10:05:00Z,2017-04-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1653000.00,99.0
136301,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-30T10:05:00Z,2017-07-30T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,124,1810400.00,101.0
136302,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-26T10:05:00Z,2017-07-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1544400.00,101.0
136303,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-02T10:05:00Z,2016-11-02T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1727400.00,100.0
136304,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-23T10:05:00Z,2016-10-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,119,1750600.00,100.0
136305,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-18T10:05:00Z,2017-03-18T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,116,1690800.00,100.0
136306,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-04T10:05:00Z,2016-12-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,102,1443200.00,100.0
136307,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-03T10:05:00Z,2017-03-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,125,1776200.00,100.0
136308,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-03T10:05:00Z,2016-09-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,113,1627400.00,100.0
136309,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-15T10:05:00Z,2016-11-15T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,104,1567600.00,101.0
136310,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1654200.00,100.0
136311,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-10T10:05:00Z,2016-10-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,99.0
136312,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-23T10:05:00Z,2017-06-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,97,1407800.00,100.0
136313,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-11T10:05:00Z,2017-05-11T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,109,1579800.00,102.0
136314,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-29T10:05:00Z,2017-08-29T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1422400.00,
136315,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-01T10:05:00Z,2017-06-01T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,87,1212600.00,102.0
136316,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,130,1886000.00,100.0
136317,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-03T10:05:00Z,2017-09-03T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,905200.00,
136318,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-17T10:05:00Z,2016-12-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,104,1544400.00,102.0
136319,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-12T10:05:00Z,2017-03-12T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,98.0
136320,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1544400.00,100.0
136321,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-23T10:05:00Z,2017-07-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,114,1665200.00,101.0
136322,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1567600.00,101.0
136323,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-28T10:05:00Z,2017-06-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1604200.00,100.0
136324,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-05T10:05:00Z,2016-12-05T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1666400.00,101.0
136325,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-27T10:05:00Z,2016-11-27T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1654200.00,99.0
136326,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-28T10:05:00Z,2016-09-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1579800.00,101.0
136327,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-30T10:05:00Z,2016-12-30T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1543200.00,100.0
136328,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-21T10:05:00Z,2016-09-21T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,123,1775000.00,101.0
136329,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-02T10:05:00Z,2017-07-02T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,103,1532200.00,99.0
136330,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-14T10:05:00Z,2017-08-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,100.0
136331,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-18T10:05:00Z,2017-06-18T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1568800.00,98.0
136332,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-06T10:05:00Z,2017-05-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,105,1504200.00,100.0
136333,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-23T10:05:00Z,2017-04-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1738400.00,102.0
136334,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-16T10:05:00Z,2017-08-16T11:45:00Z,On Time,37.4146,55.972599,Boeing 737-300,130,,1712800.00,
136335,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-05T10:05:00Z,2017-05-05T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1517600.00,99.0
136336,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-24T10:05:00Z,2016-08-24T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,96,1396800.00,100.0
136337,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-30T10:05:00Z,2017-06-30T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,130,1886000.00,101.0
136338,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-19T10:05:00Z,2016-12-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,128,1861600.00,100.0
136339,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-01T10:05:00Z,2016-09-01T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1701800.00,100.0
136340,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-20T10:05:00Z,2017-05-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,123,1800600.00,100.0
136341,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-17T10:05:00Z,2017-05-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1715200.00,99.0
136342,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-15T10:05:00Z,2017-07-15T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,103,1506600.00,100.0
136343,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-25T10:05:00Z,2016-11-25T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,128,1861600.00,100.0
136344,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-05T10:05:00Z,2017-09-05T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,844200.00,
136345,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1517600.00,100.0
136346,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-14T10:05:00Z,2017-06-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,112,1642000.00,101.0
136347,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-23T10:05:00Z,2017-03-23T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,122,1739600.00,100.0
136348,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,120,1762800.00,100.0
136349,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-03T10:05:00Z,2016-11-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,113,1629800.00,98.0
136350,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-29T10:05:00Z,2016-08-29T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,100.0
136351,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-26T10:05:00Z,2017-02-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,105,1555400.00,100.0
136352,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-10T10:05:00Z,2016-12-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,92,1372400.00,100.0
136353,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-22T10:05:00Z,2016-10-22T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,121,1751800.00,100.0
136354,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-24T10:05:00Z,2017-07-24T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,111,1603000.00,102.0
136355,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-11T10:05:00Z,2016-09-11T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,126,1837200.00,99.0
136356,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-06T10:05:00Z,2017-06-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,105,1555400.00,98.0
136357,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-08T10:05:00Z,2016-09-08T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,114,1690800.00,101.0
136358,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-28T10:05:00Z,2017-04-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1579800.00,101.0
136359,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-11T10:05:00Z,2016-10-11T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,126,1837200.00,100.0
136360,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-02-05T10:05:00Z,2017-02-05T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,97,1455400.00,100.0
136361,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-14T10:05:00Z,2016-11-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,121,1726200.00,101.0
136362,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-07T10:05:00Z,2017-08-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1703000.00,98.0
136363,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-28T10:05:00Z,2017-05-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,113,1579800.00,99.0
136364,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-08-20T10:05:00Z,2016-08-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,61,896600.00,102.0
136365,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-30T10:05:00Z,2016-09-30T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1516400.00,100.0
136366,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-11T10:05:00Z,2017-01-11T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,103,1527400.00,99.0
136367,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-14T10:05:00Z,2017-09-14T11:45:00Z,Cancelled,37.4146,55.972599,Boeing 737-300,130,,,
136368,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-31T10:05:00Z,2016-12-31T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,130,1886000.00,100.0
136369,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-24T10:05:00Z,2016-10-24T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,117,1726200.00,100.0
136370,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-25T10:05:00Z,2016-10-25T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,110,1592000.00,100.0
136371,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-06-17T10:05:00Z,2017-06-17T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,128,1861600.00,99.0
136372,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-06T10:05:00Z,2017-03-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,102,1495600.00,99.0
136373,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-06T10:05:00Z,2017-07-06T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,124,1812800.00,98.0
136374,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-16T10:05:00Z,2017-04-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,101,1459000.00,102.0
136375,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-31T10:05:00Z,2017-07-31T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1605400.00,100.0
136376,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-07T10:05:00Z,2017-04-07T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1518800.00,100.0
136377,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-14T10:05:00Z,2016-09-14T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,124,1812800.00,101.0
136378,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-03-28T10:05:00Z,2017-03-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,108,1568800.00,100.0
136379,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-04-20T10:05:00Z,2017-04-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1518800.00,100.0
136380,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-28T10:05:00Z,2016-10-28T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1543200.00,99.0
136381,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-10T10:05:00Z,2017-09-10T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,441600.00,
136382,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-05-16T10:05:00Z,2017-05-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,119,1749400.00,101.0
136383,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1493200.00,102.0
136384,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-28T10:05:00Z,2017-08-28T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1162600.00,
136385,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-16T10:05:00Z,2016-12-16T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,128,1861600.00,100.0
136386,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-09-10T10:05:00Z,2016-09-10T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,115,1678600.00,100.0
136387,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-19T10:05:00Z,2017-01-19T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,121,1775000.00,99.0
136388,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-08-20T10:05:00Z,2017-08-20T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,1577400.00,
136389,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-01-18T10:05:00Z,2017-01-18T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,129,1873800.00,100.0
136390,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-26T10:05:00Z,2016-12-26T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,125,1823800.00,101.0
136391,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-03T10:05:00Z,2016-12-03T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,107,1556600.00,100.0
136392,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-07-22T10:05:00Z,2017-07-22T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,91,1310200.00,100.0
136393,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-10-05T10:05:00Z,2016-10-05T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,118,1712800.00,99.0
136394,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-20T10:05:00Z,2016-11-20T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,106,1568800.00,98.0
136395,PG0252,SVO,Sheremetyevo International Airport,Moscow,2017-09-08T10:05:00Z,2017-09-08T11:45:00Z,Scheduled,37.4146,55.972599,Boeing 737-300,130,,502600.00,
136396,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-11-04T10:05:00Z,2016-11-04T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,109,1579800.00,101.0
136397,PG0252,SVO,Sheremetyevo International Airport,Moscow,2016-12-25T10:05:00Z,2016-12-25T11:45:00Z,Arrived,37.4146,55.972599,Boeing 737-300,130,104,1444400.00,101.0
